"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe & Central Asia","ECS","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.1803028548404","61.6407791439207","62.4684840923763","63.2207959541634","64.1896991087965","65.4814649518882","67.1614544131768","67.7560041414481","67.5170460476021","68.3214716806654","69.0986487181065","70.082525833023","71.1848545748089","72.1970573960947","72.9416634454488","73.6216350549746","74.1460320617258","75.1321648484288","76.2417773885143","76.6699501977633","76.7837560960327","77.1220767577512","77.4240658587415","78.1230468644889","78.6953560488521","79.0614506016119","79.322908858501","79.6474570842564","79.9650699321578","","",
"Ecuador","ECU","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6399993896484","58.6599998474121","59.3699989318848","59.560001373291","59.8600006103516","60.0499992370605","60.4900016784668","60.5","61.0699996948242","61.1100006103516","61.0900001525879","63.4500007629395","65.8199996948242","62.5400009155273","64.5800018310547","64.1399993896484","66.0199966430664","67.1600036621094","67.3499984741211","68.0400009155273","68.2699966430664","68.3000030517578","67.9199981689453","68.5199966430664","66.2600021362305","65.5800018310547","64.1100006103516","63.0699996948242","63.0499992370605","","",
"Egypt, Arab Rep.","EGY","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.2999992370605","37.1300010681152","45.4300003051758","45.6300010681152","48.2799987792969","49.7700004577637","51.4300003051758","55.5800018310547","56.9199981689453","53.7299995422363","57.9599990844727","62.0800018310547","54.7700004577637","47.439998626709","48.4300003051758","50.6699981689453","47.2900009155273","48.8400001525879","48.810001373291","51.2099990844727","51.5400009155273","56.9000015258789","52.0699996948242","51.7599983215332","54.1699981689453","55.3899993896484","56.2599983215332","70.0699996948242","70.7799987792969","","",
"Euro area","EMU","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4042640542764","74.1264168799042","75.0303452734262","75.6780003092744","76.2306743067591","77.2149621539553","77.660845174258","77.8926403038809","78.5894690668188","79.0608276780657","79.4703288794541","80.0311844979094","80.8306619122946","81.5567869657869","82.1705714184988","82.6581308348796","83.0294380892877","84.0084754752909","84.8080690280484","85.27313145377","85.4572641115581","85.7061917134351","86.015308632967","86.194150855011","86.4111257502441","86.5888052664241","86.4844901556808","86.532655376708","86.6145528566555","","",
"Eritrea","ERI","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6499996185303","16.0900001525879","16.3299999237061","16.9099998474121","17.1299991607666","17.5699996948242","18.0900001525879","18.7900009155273","18.9899997711182","18.6900005340576","19.5100002288818","19.4699993133545","19.5100002288818","19.6499996185303","20.6599998474121","20.9400005340576","21.25","20.5499992370605","21.0100002288818","21.7800006866455","22.6000003814697","23.1800003051758","23.0699996948242","24.6399993896484","24.1599998474121","25.1700000762939","25.0200004577637","26.3600006103516","27.1499996185303","","",
"Spain","ESP","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4599990844727","76.1600036621094","76.8300018310547","78.1800003051758","78.9100036621094","80.25","80.5","80.9300003051758","81.4499969482422","80.7900009155273","81.1399993896484","81.7099990844727","82.7900009155273","83.5599975585938","84.0599975585938","85.0999984741211","85.4400024414063","86.1999969482422","87.4700012207031","88","88.6999969482422","88.5299987792969","89.2799987792969","89.3199996948242","89.2099990844727","89.4300003051758","88.879997253418","88.7200012207031","88.5500030517578","","",
"Estonia","EST","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.7900009155273","56.8899993896484","61.2700004577637","63.6599998474121","65.7099990844727","67.4499969482422","67.7900009155273","69.7699966430664","70.7600021362305","72.6800003051758","71.7699966430664","73.2200012207031","73.6100006103516","71.6399993896484","72.5899963378906","75.1800003051758","75.1399993896484","75.5","78.0199966430664","79.2399978637695","78.4700012207031","79.8300018310547","80.5899963378906","80.2399978637695","80.0299987792969","80.75","80.7399978637695","81.0199966430664","81.4400024414063","","",
"Ethiopia","ETH","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7800006866455","23.6700000762939","24.0799999237061","24.0900001525879","24.3500003814697","24.8700008392334","25","24.4899997711182","24.4899997711182","23.2700004577637","22.1800003051758","20.6299991607666","19","18.5100002288818","17.5300006866455","18.4300003051758","19.4200000762939","20.6200008392334","21.7099990844727","22.9099998474121","24.2800006866455","25.8500003814697","27.4899997711182","28.3299999237061","29.1399993896484","29.8799991607666","30.6499996185303","31.2099990844727","32.189998626709","","",
"European Union","EUU","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1874082471535","67.9695141465783","68.813766713236","69.4500880974511","70.1544927804612","71.3879968957635","71.8629883121726","72.2940645623953","73.1760341277453","73.9509159594649","74.3660346457586","75.6500818513956","76.6616866682425","77.5259625923003","78.2920330943678","78.883215547411","79.3066467326021","80.2243160738061","81.2550662524635","81.8620854217511","82.0742605670824","82.3610639174186","82.7690439007731","82.9716755699293","83.3721155409886","83.6899505443733","83.5684063759567","83.674074819412","83.8643439187934","","",
"Fragile and conflict affected situations","FCS","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5780580930852","31.7071513361454","31.7735159913325","31.7347838904093","31.8825031086484","32.1663374720038","32.6293666079878","32.8206112721801","32.9673018599055","33.0706838687427","33.46239610282","33.6443884987584","33.8347851611226","34.3680732845403","34.9078934125874","35.638515645344","36.2926141676188","37.1046026135452","37.8206319729403","38.636920341371","39.3591544680868","40.0108503917374","40.6166600076202","41.4406102750243","41.9900612887528","42.3156636748928","42.5549742185846","42.9502251273768","43.1730816713167","","",
"Finland","FIN","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2300033569336","78.7300033569336","79.1800003051758","79.4899978637695","79.9499969482422","80.3300018310547","80.8000030517578","80.3199996948242","81.4300003051758","81.870002746582","82.4700012207031","82.6399993896484","83.7099990844727","84.6500015258789","84.8000030517578","85.3499984741211","85.9599990844727","86.9199981689453","87.1999969482422","87.3300018310547","88.3000030517578","88.629997253418","88.6800003051758","89.0599975585938","89.0699996948242","89.1100006103516","89.3000030517578","89.0199966430664","89.1399993896484","","",
"Fiji","FJI","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2000007629395","52.4799995422363","52.810001373291","53.2000007629395","53.6599998474121","54.1300010681152","54.689998626709","55.3499984741211","56.1100006103516","57.0200004577637","57.9500007629395","59.0999984741211","60.3300018310547","61.3899993896484","62.6399993896484","64.6100006103516","66.629997253418","68.4599990844727","70.3399963378906","72.0800018310547","73.8199996948242","75.8000030517578","77.5999984741211","79.2699966430664","80.9199981689453","82.4800033569336","83.120002746582","83.7099990844727","84.2900009155273","","",
"France","FRA","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0800018310547","79.6800003051758","80.3300018310547","80.9000015258789","81.25","82.1399993896484","82.2600021362305","82.620002746582","82.6500015258789","83.0999984741211","83.2300033569336","83.870002746582","84.9100036621094","84.8399963378906","85.6399993896484","86.0400009155273","86.3099975585938","87.1999969482422","87.8000030517578","88.0599975585938","87.5699996948242","87.8899993896484","88.0100021362305","88.6600036621094","89","89.0999984741211","88.5400009155273","89.0400009155273","88.9700012207031","","",
"Faroe Islands","FRO","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9300003051758","34.4099998474121","34.9700012207031","35.6199989318848","36","36.4099998474121","37.1100006103516","37.7599983215332","38.1800003051758","38.4599990844727","39.1500015258789","39.8199996948242","40.560001373291","41.0800018310547","41.6699981689453","42.189998626709","42.9500007629395","43.2200012207031","43.9599990844727","44.310001373291","44.939998626709","45.6500015258789","46.3699989318848","47.189998626709","48.1399993896484","49.0299987792969","49.8199996948242","50.5200004577637","51.5200004577637","","",
"United Kingdom","GBR","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.379997253418","82.7300033569336","83.1100006103516","84.5299987792969","84.6800003051758","84.870002746582","85.6600036621094","85.9700012207031","86.6800003051758","87.2699966430664","87.9499969482422","88.5","89.1800003051758","89.879997253418","89.8899993896484","89.9100036621094","89.8199996948242","89.8600006103516","91.7600021362305","91.9700012207031","91.8300018310547","91.6699981689453","91.7200012207031","91.3499984741211","91.6800003051758","91.7699966430664","91.6800003051758","91.9300003051758","91.7200012207031","","",
"Georgia","GEO","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9799995422363","45.4099998474121","46.9599990844727","46.9099998474121","45.3300018310547","43.7200012207031","43.7299995422363","43.3899993896484","40.9300003051758","38.2299995422363","41.3300018310547","41.2400016784668","38.9700012207031","39.4900016784668","38.4300003051758","38.7099990844727","39.75","41.9500007629395","44.0699996948242","45.8199996948242","42.7299995422363","44.3499984741211","44.8800010681152","45.8699989318848","47.810001373291","48.3300018310547","48.9300003051758","52.9599990844727","54.3300018310547","","",
"Ghana","GHA","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0499992370605","33.2900009155273","33.5299987792969","33.8300018310547","34.1800003051758","34.5699996948242","34.9099998474121","35.3600006103516","35.7900009155273","35.5900001525879","35.4500007629395","35.310001373291","35.2099990844727","35.0999984741211","34.9700012207031","34.7799987792969","36.3499984741211","38.2000007629395","39.8800010681152","41.6500015258789","43.6500015258789","45.560001373291","47.439998626709","50.3199996948242","52.3300018310547","53.0900001525879","53.7000007629395","54.1300010681152","54.7999992370605","","",
"Gibraltar","GIB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6499996185303","19.7700004577637","19.9799995422363","20.3400001525879","20.7299995422363","21.0300006866455","21.3899993896484","21.7199993133545","22.1399993896484","22.5200004577637","23.1100006103516","23.8299999237061","23.7999992370605","24.4300003051758","24.9899997711182","25.4899997711182","26.4300003051758","27.0499992370605","27.3500003814697","28.1599998474121","28.8999996185303","29.8299999237061","30.6000003814697","31.3099994659424","32.0800018310547","33.25","34.4500007629395","35.3499984741211","36.2200012207031","","",
"Gambia, The","GMB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0200004577637","44.2200012207031","44.4700012207031","44.7900009155273","45.189998626709","45.4199981689453","46.1599998474121","46.6500015258789","47.7999992370605","48.7299995422363","49.810001373291","49.8800010681152","51.2200012207031","52.5200004577637","52.8199996948242","52.810001373291","53.4599990844727","54.9799995422363","56.2599983215332","57.5099983215332","56.7599983215332","57.7400016784668","58.4500007629395","58.5699996948242","59.4300003051758","60.0900001525879","61.0099983215332","62.060001373291","62.9000015258789","","",
"Guinea-Bissau","GNB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4699993133545","16.6800003051758","16.9599990844727","17.1700000762939","17.4300003051758","18","17.8600006103516","17.4599990844727","17.8600006103516","18.3899993896484","18.6399993896484","19.1399993896484","19.4500007629395","19.9500007629395","20.6499996185303","21.0200004577637","21.6000003814697","22.2999992370605","22.7299995422363","23.4500007629395","24.2900009155273","24.6299991607666","25.0400009155273","25.3299999237061","26.5400009155273","27.3500003814697","28.3899993896484","28.9699993133545","30.0900001525879","","",
"Equatorial Guinea","GNQ","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4000015258789","40.7599983215332","41.0499992370605","41.6199989318848","42.2000007629395","42.2400016784668","42.5","42.5","42.560001373291","42.8899993896484","42.4799995422363","42.2099990844727","42.0800018310547","41.7999992370605","41.5699996948242","41.5400009155273","41.2799987792969","40.9799995422363","41.2099990844727","41.4700012207031","41.5999984741211","41.8499984741211","42.2700004577637","42.6599998474121","43.2999992370605","43.8699989318848","44.2099990844727","45.1300010681152","45.8499984741211","","",
"Greece","GRC","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0400009155273","58.8400001525879","59.8400001525879","61.0499992370605","62.25","62.4799995422363","63.5499992370605","67.2200012207031","67.8300018310547","68.2200012207031","70.9599990844727","71.9000015258789","72.4000015258789","75.6699981689453","76.5599975585938","77.2900009155273","78.0299987792969","79","79.5","79.5899963378906","79.8600006103516","79.6399993896484","79.0500030517578","79.5100021362305","79.6699981689453","80.1100006103516","80.3499984741211","80.5500030517578","81.5800018310547","","",
"Grenada","GRD","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8699989318848","57.1199989318848","57.4500007629395","57.7900009155273","58.0800018310547","58.4199981689453","58.7999992370605","59.2200012207031","58.3699989318848","57.5099983215332","58.9700012207031","59.8199996948242","60.8800010681152","66.0899963378906","65.1399993896484","64.1800003051758","63.689998626709","63.2999992370605","62.9099998474121","62.4900016784668","67.6600036621094","72.0500030517578","76.2799987792969","71.5800018310547","72.4800033569336","72.1999969482422","72.6900024414063","72.7600021362305","73.1500015258789","","",
"Guam","GUM","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.3000030517578","96.3099975585938","96.3199996948242","96.3300018310547","96.3499984741211","96.370002746582","96.379997253418","96.3899993896484","96.4100036621094","96.4400024414063","96.4100036621094","96.3899993896484","96.3899993896484","96.4100036621094","96.4199981689453","96.370002746582","96.3600006103516","96.3199996948242","96.25","96.2399978637695","96.2900009155273","96.2399978637695","96.2600021362305","96.2900009155273","96.3099975585938","96.3399963378906","96.3600006103516","96.370002746582","96.370002746582","","",
"Guyana","GUY","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.75","61.439998626709","60.8899993896484","61.5200004577637","62.5","62.689998626709","62.560001373291","66.4499969482422","70.8899993896484","73.9700012207031","77.1999969482422","80.0599975585938","80.4300003051758","80.5599975585938","80.1900024414063","79.5999984741211","79.4499969482422","79.6600036621094","79.5699996948242","79.3399963378906","79.5699996948242","79.629997253418","80.1699981689453","80.4000015258789","80.7600021362305","80.370002746582","80.620002746582","80.7699966430664","81.1800003051758","","",
"High income","HIC","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.5826334181792","74.179886432662","74.9640969426123","75.6811231031084","76.269774481267","77.015149926247","77.53572021794","78.1493913442171","78.7905401700452","79.344800296168","80.0184660833484","81.0489599373549","81.7142168462306","82.3565765984733","82.9296268454697","83.3355147774146","83.6091479598103","84.1729965171758","85.1922715610205","85.567223228486","85.6310611598771","85.8323225694488","85.9428151785417","86.1447874406256","86.3355013493579","86.5835209756283","86.5656102920911","86.615490351703","86.7653958254953","","",
"Hong Kong SAR, China","HKG","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8499984741211","72.9800033569336","76.9100036621094","79.8899993896484","80.9199981689453","83.3600006103516","85.379997253418","87.1900024414063","88.0500030517578","89.3499984741211","90","90.629997253418","91.6800003051758","92.5699996948242","93.3000030517578","93.5","93.9700012207031","94.5800018310547","94.7699966430664","95.0500030517578","95.2699966430664","95.4499969482422","95.6100006103516","95.7600021362305","95.9100036621094","96.0299987792969","96.1900024414063","96.3399963378906","96.4599990844727","","",
"Honduras","HND","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.0199966430664","68.4899978637695","66.3600006103516","64.4499969482422","63.9599990844727","63.310001373291","65.5500030517578","65.5400009155273","66.6699981689453","67","67.3499984741211","64.3600006103516","65.8199996948242","68.8199996948242","66.6800003051758","66.4800033569336","68.2900009155273","68.7799987792969","68.7799987792969","68.9599990844727","70.3499984741211","68.1500015258789","71.2699966430664","68.3600006103516","71.6399993896484","72.0999984741211","70.5100021362305","71.1399993896484","72.6999969482422","","",
"Heavily indebted poor countries (HIPC)","HPC","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0889539985674","20.1602291692503","20.313661239896","20.4321621215888","20.6833150581844","20.9619674448967","21.3007310606452","21.5111271379197","21.8319986991737","21.8180413615232","21.9142643639202","22.0625749634473","22.3173377468973","22.7077456618329","22.9198809096684","23.6036019206687","24.2938505989594","25.3077788588968","26.1977357126192","27.156223785419","28.1025604156895","29.2010399231186","29.9937758667177","30.9158289260624","31.8025050386602","32.4958398079659","33.1139435024358","33.7536708739952","34.369482914298","","",
"Croatia","HRV","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4799995422363","54.0499992370605","54.6599998474121","55.5999984741211","56.7099990844727","57.8400001525879","59.8800010681152","60.8800010681152","61.8699989318848","62.75","63.560001373291","64.379997253418","62.5800018310547","63.6300010681152","63","67.2399978637695","68.3300018310547","67.9800033569336","69.4400024414063","69.629997253418","68.2900009155273","71.0400009155273","74.6900024414063","76.6600036621094","77.5500030517578","79.9100036621094","81.3600006103516","79.7300033569336","79.4100036621094","","",
"Haiti","HTI","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.0100021362305","73.0699996948242","73.1399993896484","73.120002746582","73.4199981689453","73.5299987792969","73.9000015258789","74.1399993896484","74.6100006103516","75.1699981689453","75.6600036621094","76.1900024414063","76.7200012207031","77.0800018310547","77.6699981689453","78.1800003051758","78.6999969482422","79.2900009155273","79.9300003051758","80.7399978637695","81.1600036621094","81.8499984741211","82.379997253418","82.8499984741211","83.2399978637695","83.75","84.2399978637695","84.6800003051758","84.9000015258789","","",
"Hungary","HUN","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5699996948242","64.5299987792969","67.8600006103516","69.1900024414063","70.620002746582","70.5800018310547","71.0800018310547","70.2699966430664","71.4100036621094","71.8899993896484","71.0699996948242","71.7799987792969","73.9599990844727","74.7099990844727","76.1900024414063","76.5299987792969","76.6500015258789","76.7699966430664","78.0599975585938","77.9199981689453","77.5199966430664","78.1399993896484","78.3399963378906","78.2099990844727","78.4199981689453","78","77.2799987792969","77.2900009155273","77.1699981689453","","",
"IBRD only","IBD","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6338366428539","31.2471686788781","32.422080333175","33.7204034673006","35.3483571298429","36.2968292485107","36.9898096336128","37.4215346769295","37.4258233236485","37.8205573064015","38.2993984788895","39.0288719828507","39.5597850078022","40.850449178019","41.4463045582534","42.6641514231857","43.3916766185091","44.4585640366606","45.6356349227295","46.3854709402696","47.6883126276467","48.6762602644358","50.3872113071441","52.0441920605541","53.3051818020384","54.4611713285647","55.5187485502614","56.386208027547","57.4972703553715","","",
"IDA & IBRD total","IBT","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1913530594788","29.7271090464674","30.7063190505936","31.7938732678628","33.1979900365327","34.05193172023","34.6670109021491","35.0534044119872","35.0971563046548","35.4176340559305","35.8502129417526","36.4963756572938","36.9746762309399","38.0786284424624","38.6069402048203","39.6682279639129","40.3334736657997","41.2561815483541","42.2925043397917","42.9687862987455","44.0926476047737","44.9772332361186","46.3734587614009","47.7122380569371","48.7689856820713","49.7307024909795","50.6418806393217","51.4209855205994","52.3646454267986","","",
"IDA total","IDA","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0491993761049","22.2594413736076","22.4153244376406","22.6096941161748","23.0797579792742","23.6359307503781","24.0734203788588","24.4105664294906","24.7725551346124","24.8826542667546","25.2779762157085","25.7151839658797","26.106689172959","26.5410241125385","26.9186819163285","27.5333530247265","28.1091899216689","28.7400329963613","29.5567061850829","30.3021269067943","31.0056871354067","31.6748666155066","32.1275228798341","32.6076247817897","33.2699762131854","33.8100999332654","34.5964936346127","35.4149459260258","36.0480274123502","","",
"IDA blend","IDB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8942701506677","33.2268298490856","33.398365909061","33.6131258163947","34.2502061386129","34.5442622505453","34.7996720135671","35.3200950411468","35.7411950185873","36.054399313097","36.5756213306331","37.209346328069","37.4735837034592","37.5235880533933","37.6994504331532","37.9317402681094","38.3463929581851","38.6153821231917","39.5994483235038","40.304857512326","40.9511205319334","41.3928842325559","41.6762903351975","41.9027992676251","42.3098333036952","42.5785461700629","43.574118121397","44.867643333264","45.6297679042192","","",
"Indonesia","IDN","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6499996185303","29.2299995422363","31.5900001525879","33.25","40.1199989318848","40.0099983215332","40","39","38.5499992370605","38.2999992370605","39.3600006103516","38.8199996948242","37.2999992370605","41.1699981689453","39.7099990844727","43.5200004577637","43.5699996948242","44.060001373291","45.6500015258789","46.6500015258789","48.1500015258789","48.9599990844727","50.3600006103516","51.2099990844727","51.6300010681152","53.939998626709","54.5200004577637","55.5","56.9700012207031","","",
"IDA only","IDX","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8638602847619","18.0044332873444","18.1371005530447","18.3078951636262","18.7901411136692","19.4118994121388","19.8740912094263","20.1380313699439","20.4601376993558","20.4591271632772","20.8065400384133","21.1520807288959","21.5513941474804","22.0987946579048","22.5308400254153","23.2649941459357","23.8812955370945","24.6608076158375","25.3702991428101","26.1154466533325","26.8247514170235","27.6519468802084","28.2499881119422","28.8677351592184","29.6549161491193","30.3926943476895","31.1921340922835","31.8744119473841","32.4594273397985","","",
"Isle of Man","IMN","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2399997711182","12.4399995803833","12.6899995803833","12.8900003433228","13.0100002288818","13.1599998474121","13.4099998474121","13.6099996566772","13.7600002288818","13.960000038147","14.25","14.5500001907349","14.789999961853","15.0299997329712","15.3000001907349","15.6700000762939","16.0900001525879","16.6000003814697","17.0400009155273","17.4899997711182","19.3199996948242","21.2700004577637","22.2099990844727","23.1599998474121","24.1200008392334","25.1100006103516","26.1399993896484","27.1900005340576","27.9599990844727","","",
"Not classified","INX","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7099990844727","79.0500030517578","79.3399963378906","78.9899978637695","79.0999984741211","80.0100021362305","79.3000030517578","80.9000015258789","82.0999984741211","82.5199966430664","83.4100036621094","84.8199996948242","85.129997253418","85.3300018310547","86.8099975585938","87.2900009155273","87.8499984741211","88.5599975585938","89.0400009155273","89.4499969482422","89.6900024414063","89.6100006103516","89.5500030517578","89.8300018310547","89.879997253418","89.5100021362305","89.7099990844727","90.0500030517578","89.9599990844727","","",
